case,time,x,y
0.1538,0.001,0.006707217510799458,0.14425589950235104
0.1538,0.001,0.00734732875483134,0.14443496264101427
0.1538,0.001,0.007951215985410636,0.14464831904777195
0.1538,0.001,0.008523057768203095,0.1448974456895958
0.1538,0.001,0.009045101068222207,0.14518490887631602
0.1538,0.001,0.00953857374214553,0.14550815347853494
0.1538,0.001,0.010004004530275957,0.1458643156284663
0.1538,0.001,0.010433143057230846,0.14625410479127285
0.1538,0.001,0.010838387044801936,0.14667637147007076
0.1538,0.001,0.011227158744169307,0.1471287480775675
0.1538,0.001,0.011585295299728179,0.14760881658105615
0.1538,0.001,0.011922196657507857,0.1481161346933047
0.1538,0.001,0.012227247153237735,0.1486468811587624
0.1538,0.001,0.01250231939600507,0.14920159989239018
0.1538,0.001,0.012748330934775832,0.14977546714537854
0.1538,0.001,0.012955538541186003,0.15036598237678958
0.1538,0.001,0.013114950930149527,0.15097276687545014
0.1538,0.001,0.013243665214070933,0.15159180310856257
0.1538,0.001,0.013339200512918004,0.1522197076211589
0.1538,0.001,0.013394463107963188,0.15285571423014704
0.1538,0.001,0.01341281122394989,0.15349460861423608
0.1538,0.001,0.013390604032226658,0.1541355920405114
0.1538,0.001,0.01333504697666011,0.15477513580846597
0.1538,0.001,0.013247398901682562,0.15540949776374297
0.1538,0.001,0.013122242210395303,0.15603660889252713
0.1538,0.001,0.01295861293076689,0.1566554404559528
0.1538,0.001,0.012776581796446005,0.1572619842970897
0.1538,0.001,0.012568271032391705,0.15785658991325818
0.1538,0.001,0.012346949209119705,0.15843690970777055
0.1538,0.001,0.012099582091793182,0.1590020713555729
0.1538,0.001,0.011840736204653469,0.15954915253903446
0.1538,0.001,0.01156362079437884,0.1600769642155855
0.1538,0.001,0.011267600217945806,0.16058081943725258
0.1538,0.001,0.010938290303393945,0.1610589533430308
0.1538,0.001,0.010574836574636573,0.1615056908453445
0.1538,0.001,0.010161746942373096,0.1619178856973194
0.1538,0.001,0.00971130950654896,0.16229169963130372
0.1538,0.001,0.009198530706089761,0.1626255499358465
0.1538,0.001,0.00863157949709816,0.16291607991100937
0.1538,0.001,0.008001673914482255,0.16315944966440948
0.1538,0.001,0.007311374928966742,0.163361382663223
0.1538,0.001,0.00656610227581521,0.16352198727103542
0.1538,0.001,0.005765626778815243,0.16364066511483055
0.1538,0.001,0.004905752491613753,0.16371810587579672
0.1538,0.001,0.00399319953554706,0.16375406590585279
0.1538,0.001,0.003023339124699475,0.1637485485531047
0.1538,0.002,0.0037644188898864825,0.14386832951500295
0.1538,0.002,0.004546222126673891,0.14390631280330496
0.1538,0.002,0.005292167059515246,0.14397928858190479
0.1538,0.002,0.0060018837019267125,0.14408757013585916
0.1538,0.002,0.006679111138775315,0.14423094047173546
0.1538,0.002,0.007319252853215484,0.14440986686400006
0.1538,0.002,0.007923184618185471,0.14462318559350118
0.1538,0.002,0.008495096962595618,0.14487232261913052
0.1538,0.002,0.009017113425944202,0.14516023581615245
0.1538,0.002,0.009510613392827199,0.14548373076576934
0.1538,0.002,0.009976191270485692,0.14584025465475875
0.1538,0.002,0.010405599922256242,0.14623022436129424
0.1538,0.002,0.010811238852237377,0.14665261965052534
0.1538,0.002,0.011200450626296892,0.14710493484395157
0.1538,0.002,0.011559034734800843,0.14758462873687148
0.1538,0.002,0.011896352487857798,0.14809107689961307
0.1538,0.002,0.012201757338598695,0.14862099396506012
0.1538,0.002,0.012477001964448047,0.14917441265174747
0.1538,0.002,0.012723046191688002,0.14974682601854156
0.1538,0.002,0.012930186366529265,0.1503356252899275
0.1538,0.002,0.01308949006229974,0.15094045137881845
0.1538,0.002,0.013218089510379893,0.15155749981569902
0.1538,0.002,0.013313534421473462,0.152183517295667
0.1538,0.002,0.013368710423412877,0.15281727370888512
0.1538,0.002,0.013387096576639742,0.15345421349126553
0.1538,0.002,0.013364974224637872,0.15409347646316127
0.1538,0.002,0.013309494225067975,0.15473156012591482
0.1538,0.002,0.013221937830659414,0.15536501727366311
0.1538,0.002,0.013096908032991338,0.15599160401991993
0.1538,0.002,0.012933477549333616,0.156610076453233
0.1538,0.002,0.012751768052977886,0.1572169936454279
0.1538,0.002,0.012543805155197133,0.15781199803689128
0.1538,0.002,0.012322907520297553,0.15839276462878116
0.1538,0.002,0.012076103010087687,0.15895858993910808
0.1538,0.002,0.011817876243737294,0.15950613114082157
0.1538,0.002,0.011541354598539388,0.16003439884700735
0.1538,0.002,0.011245822020053593,0.16053903173672507
0.1538,0.002,0.010916862855910817,0.16101778110100798
0.1538,0.002,0.010553669707558907,0.16146553890290583
0.1538,0.002,0.010140713613229393,0.1618791068249152
0.1538,0.002,0.009690216310901462,0.16225464568391482
0.1538,0.002,0.009177271841910523,0.16259084406022392
0.1538,0.002,0.00861011644740353,0.16288420347688617
0.1538,0.002,0.007980100223395778,0.16313079492967114
0.1538,0.002,0.0072896487635365215,0.16333636104694974
0.1538,0.002,0.006544178701780566,0.16350114746395694
0.1538,0.002,0.005743474440457183,0.16362447197695695
0.1538,0.002,0.004883337817145825,0.16370690211409064
0.1538,0.002,0.003970493830303516,0.16374833717701073
0.1538,0.002,0.0030003011204161713,0.16374872735321336
0.1538,0.003,0.003749299084221797,0.143849243418488
0.1538,0.003,0.004530998729275095,0.1438868204706216
0.1538,0.003,0.005276859427420762,0.14395952224330316
0.1538,0.003,0.005986523067362911,0.144067603803631
0.1538,0.003,0.006663715762640157,0.1442108490499663
0.1538,0.003,0.007303840747460115,0.1443896781629344
0.1538,0.003,0.00790777587934527,0.14460299385938705
0.1538,0.003,0.008479715295721732,0.144852175094056
0.1538,0.003,0.009001715139067647,0.14514052536479824
0.1538,0.003,0.009495233730948963,0.1454642715637168
0.1538,0.003,0.00996091368307237,0.14582116693610597
0.1538,0.003,0.01039051458172794,0.14621134784327505
0.1538,0.003,0.010796422635177771,0.14663389777404243
0.1538,0.003,0.011185926905587569,0.1470862035283477
0.1538,0.003,0.011544804299344005,0.14756561107842206
0.1538,0.003,0.011882395707057458,0.14807135820879863
0.1538,0.003,0.012188043782156877,0.1486006331309534
0.1538,0.003,0.01246341482359105,0.149152998157619
0.1538,0.003,0.01270949802296729,0.14972424639515142
0.1538,0.003,0.012916635203407795,0.15031168522704574
0.1538,0.003,0.013075923297082109,0.15091494696359256
0.1538,0.003,0.013204518510177338,0.15153041256860794
0.1538,0.003,0.013299976494627979,0.15215492008701495
0.1538,0.003,0.013355168072822724,0.15278683931474973
0.1538,0.003,0.013373645435382846,0.15342218899283397
0.1538,0.003,0.013351638431749205,0.15406003769204785
0.1538,0.003,0.013296241971619317,0.15469689855287638
0.1538,0.003,0.01320876713437485,0.15532959971211968
0.1538,0.003,0.01308382599044196,0.15595575638855586
0.1538,0.003,0.012920527047056044,0.1565739391879439
0.1538,0.003,0.01273902088301397,0.1571811847919728
0.1538,0.003,0.012531283813733215,0.15777653948711332
0.1538,0.003,0.012310655572622167,0.15835768733428615
0.1538,0.003,0.012064224473150155,0.15892405679272614
0.1538,0.003,0.011806399798974982,0.1594719336368737
0.1538,0.003,0.011530258601961696,0.16000047291250669
0.1538,0.003,0.011235024099354625,0.16050560271283248
0.1538,0.003,0.010906266128546999,0.16098465994524871
0.1538,0.003,0.01054320518884767,0.16143302051972816
0.1538,0.003,0.010130301659359157,0.1618474713363182
0.1538,0.003,0.009679720764531621,0.16222418961949164
0.1538,0.003,0.009166645258702954,0.16256210748720365
0.1538,0.003,0.008599347969879535,0.16285764171692532
0.1538,0.003,0.007969290780447046,0.163106828516223
0.1538,0.003,0.007278790075905965,0.16331538491022224
0.1538,0.003,0.006533256127108517,0.16348365904755788
0.1538,0.003,0.005732490741195765,0.1636109062661149
0.1538,0.003,0.004872292405052207,0.16369758978492274
0.1538,0.003,0.003959380963714623,0.163743725720824
0.1538,0.003,0.0029891166055207906,0.16374922038997286
0.1538,0.004,0.0037470856970424843,0.14383481498995535
0.1538,0.004,0.00452863427910132,0.14387205291201205
0.1538,0.004,0.00527436336636172,0.14394453912090893
0.1538,0.004,0.0059839246830619775,0.14405246584047712
0.1538,0.004,0.00666103138239399,0.14419562523704343
0.1538,0.004,0.007301092437565237,0.14437439653781708
0.1538,0.004,0.007904989768890048,0.1445877438454293
0.1538,0.004,0.008476912767581442,0.14483700311437234
0.1538,0.004,0.008998906207592553,0.14512577752225328
0.1538,0.004,0.009492434756510825,0.1454497758723772
0.1538,0.004,0.009958171768036,0.14580705247250791
0.1538,0.004,0.010387887035645945,0.14619747523721535
0.1538,0.004,0.010793938393623127,0.14662020584062202
0.1538,0.004,0.011183587582041351,0.14707255413075582
0.1538,0.004,0.01154260399335767,0.14755176360570804
0.1538,0.004,0.01188032631510684,0.14805697862086148
0.1538,0.004,0.012186106483912282,0.14858579865644223
0.1538,0.004,0.01246155797343408,0.1491373564100049
0.1538,0.004,0.012707686428613694,0.1497077282752082
0.1538,0.004,0.01291488505182159,0.1502941621881443
0.1538,0.004,0.01307425063449662,0.1508962536297725
0.1538,0.004,0.013202952213463261,0.15151054136728925
0.1538,0.004,0.013298526732381546,0.15213391599520273
0.1538,0.004,0.013353836056192727,0.1527644110477408
0.1538,0.004,0.013372457800179212,0.15339853511894136
0.1538,0.004,0.01335059665356065,0.154035275727171
0.1538,0.004,0.013295290216314136,0.1546711510893507
0.1538,0.004,0.013207886812828872,0.15530324507911267
0.1538,0.004,0.013082996082747171,0.1559290659984348
0.1538,0.004,0.012919761423934181,0.15654702866008538
0.1538,0.004,0.012738340286554264,0.15715455773672435
0.1538,0.004,0.012530707007999957,0.1577502142639243
0.1538,0.004,0.012310193366093548,0.1583316778242855
0.1538,0.004,0.012063946480980591,0.1588984719164271
0.1538,0.004,0.011806306870366524,0.15944656002719085
0.1538,0.004,0.011530332804645757,0.15997518641208355
0.1538,0.004,0.0112352064558489,0.16048053236557488
0.1538,0.004,0.010906500121302485,0.16095958987575304
0.1538,0.004,0.010543443018502853,0.1614081356958114
0.1538,0.004,0.010130511080762378,0.16182297923152833
0.1538,0.004,0.009679822867439434,0.16220033143803408
0.1538,0.004,0.009166650956467055,0.16253934021678554
0.1538,0.004,0.008599274064526168,0.16283639463112656
0.1538,0.004,0.00796924558563606,0.16308755042406492
0.1538,0.004,0.0072787988660750706,0.16329845425304051
0.1538,0.004,0.006533334551799058,0.16346952202183818
0.1538,0.004,0.005732675681030976,0.16359996798230428
0.1538,0.004,0.004872616255332882,0.1636901688882929
0.1538,0.004,0.003959860935780361,0.16374023153729245
0.1538,0.004,0.0029897855800133043,0.1637500276633832
0.1538,0.005,0.0037577787283485497,0.14382504422940495
0.1538,0.005,0.004539128776152573,0.14386201012747646
0.1538,0.005,0.005284678876338119,0.1439343392147222
0.1538,0.005,0.00599408854902391,0.1440421562463976
0.1538,0.005,0.006671057998036809,0.144185269032967
0.1538,0.005,0.007311007923530844,0.14436402198864828
0.1538,0.005,0.007914826286819793,0.1445774355516282
0.1538,0.005,0.008486689378174744,0.1448268066800795
0.1538,0.005,0.009008686631518912,0.14511599228851765
0.1538,0.005,0.009502216469512789,0.1454402436917507
0.1538,0.005,0.009967965525376578,0.14579791126396463
0.1538,0.005,0.010397717284010254,0.14618860654311508
0.1538,0.005,0.010803786127573437,0.14661154385026418
0.1538,0.005,0.011193432655658229,0.14706398665117595
0.1538,0.005,0.011552433816841842,0.14754308631872928
0.1538,0.005,0.011890144312005945,0.14804793813580155
0.1538,0.005,0.012195945443864913,0.14857649054152666
0.1538,0.005,0.01247143141397714,0.14912748740890502
0.1538,0.005,0.012717611408627217,0.14969727165871183
0.1538,0.005,0.012924935911770656,0.15028305617322307
0.1538,0.005,0.013084472074543276,0.15088437137735822
0.1538,0.005,0.013213390620237672,0.15149788621174304
0.1538,0.005,0.013309185134734168,0.1521205050202303
0.1538,0.005,0.013364714373522888,0.15274998890785838
0.1538,0.005,0.013383533671028828,0.15338325186958773
0.1538,0.005,0.013361848890072213,0.1540191905685308
0.1538,0.005,0.01330663895915243,0.15465431773533778
0.1538,0.005,0.013219296866021475,0.1552859533746421
0.1538,0.005,0.01309441830990697,0.15591153284955683
0.1538,0.005,0.012931180679968023,0.1565293448696575
0.1538,0.005,0.012749726263598762,0.1571371124796826
0.1538,0.005,0.012542074737997353,0.15773302236732414
0.1538,0.005,0.012321520900711699,0.15831473609877922
0.1538,0.005,0.012075269033578999,0.15888183531021088
0.1538,0.005,0.011817597457911928,0.15943001031177292
0.1538,0.005,0.011541577206591566,0.15995853934573784
0.1538,0.005,0.011246369089536423,0.16046382069495227
0.1538,0.005,0.010917564834177274,0.16094257089252095
0.1538,0.005,0.010554383196524466,0.16139088443115565
0.1538,0.005,0.010141341877439059,0.16180563051054564
0.1538,0.005,0.009690522619624897,0.1621830711395423
0.1538,0.005,0.009177288935202827,0.16252254224896967
0.1538,0.005,0.008609894731343427,0.16282046221949012
0.1538,0.005,0.007979964638962821,0.16307296065319707
0.1538,0.005,0.007289675134043839,0.16328556907540456
0.1538,0.005,0.006544413975852193,0.16345873638679803
0.1538,0.005,0.005744029259962825,0.16359165712552523
0.1538,0.005,0.004884309367987867,0.1636846394242014
0.1538,0.005,0.003971933746500751,0.16373785462641627
0.1538,0.005,0.003002308043893743,0.1637511491734445
0.1538,0.006,0.003781378178139992,0.14381993113683683
0.1538,0.006,0.0045624822204288484,0.1438566921170147
0.1538,0.006,0.005307805957349961,0.14392892252474293
0.1538,0.006,0.006017014665248711,0.1440366750213924
0.1538,0.006,0.006693795609568615,0.14417978043773685
0.1538,0.006,0.00733358720535694,0.14435855451542787
0.1538,0.006,0.00793728543313451,0.14457206897798353
0.1538,0.006,0.008509045127501643,0.14482158579117746
0.1538,0.006,0.009031056410846729,0.14511116966359133
0.1538,0.006,0.009524578869954845,0.14543567502183724
0.1538,0.006,0.009990294955094105,0.14579374331047604
0.1538,0.006,0.010420005326820865,0.14618474176097432
0.1538,0.006,0.010825965837028703,0.14660791180296878
0.1538,0.006,0.011215462126438204,0.1470605010896081
0.1538,0.006,0.011574293769796505,0.14753957921748587
0.1538,0.006,0.01191184969775477,0.14804423675361886
0.1538,0.006,0.01221756066201477,0.1485727087862066
0.1538,0.006,0.012493035145220226,0.1491233911543195
0.1538,0.006,0.012739272963007853,0.14969287654566232
0.1538,0.006,0.012946787783254983,0.15027836718228219
0.1538,0.006,0.013106587617222078,0.1508793002063497
0.1538,0.006,0.013235833730500565,0.1514924471019692
0.1538,0.006,0.013331951701685843,0.1521146871620977
0.1538,0.006,0.013387803024813204,0.15274357289510246
0.1538,0.006,0.013406873047931702,0.15337633924477306
0.1538,0.006,0.013385395141283887,0.15401178221612724
0.1538,0.006,0.0133302882001342,0.1546463984908376
0.1538,0.006,0.013242997293952667,0.155277724598708
0.1538,0.006,0.013118092671921362,0.15590315694192197
0.1538,0.006,0.012954784815157572,0.15652088781666032
0.1538,0.006,0.012773178814147464,0.15712884902084756
0.1538,0.006,0.012565387003725406,0.1577249637973129
0.1538,0.006,0.012344638176476616,0.15830686215776732
0.1538,0.006,0.012098192130945366,0.1588741469740776
0.1538,0.006,0.011840271561611188,0.15942228449062
0.1538,0.006,0.011563991807799129,0.15995053171346968
0.1538,0.006,0.011268512000417187,0.1604554677009646
0.1538,0.006,0.01093946026717137,0.16093360299555254
0.1538,0.006,0.0105760257229125,0.1613812667257608
0.1538,0.006,0.010162794049389206,0.16179542517337014
0.1538,0.006,0.009711820021088016,0.16217240872401611
0.1538,0.006,0.009198559194910267,0.162511713583756
0.1538,0.006,0.008631209970331316,0.1628098444820158
0.1538,0.006,0.008001447940427328,0.16306305920361908
0.1538,0.006,0.0073114188798122735,0.1632767293773141
0.1538,0.006,0.006566494399267922,0.16345130214243697
0.1538,0.006,0.005766551477991313,0.1635859736957774
0.1538,0.006,0.004907371743017158,0.1636810013926477
0.1538,0.006,0.003995599395875789,0.16373659498819504
0.1538,0.006,0.003026683997162101,0.16375258492015643
0.1538,0.007,0.003817884046416826,0.14381947571225187
0.1538,0.007,0.004598694611930168,0.14385609888062773
0.1538,0.007,0.005343744609397266,0.14392828905097202
0.1538,0.007,0.006052703031736401,0.1440360221654624
0.1538,0.007,0.006729244216989436,0.14417915945135396
0.1538,0.007,0.007368830283043552,0.14435799411815672
0.1538,0.007,0.007972367207834228,0.14457164412449627
0.1538,0.007,0.008543980015562174,0.14482134044766695
0.1538,0.007,0.009066015545576048,0.14511130964747515
0.1538,0.007,0.009559521957837054,0.14543606986263755
0.1538,0.007,0.010025160057188632,0.145794548612043
0.1538,0.007,0.010454751164077842,0.14618588089079382
0.1538,0.007,0.010860477521988984,0.14660930969873676
0.1538,0.007,0.011249675994381342,0.14706209744605309
0.1538,0.007,0.011608183852221742,0.1475412423019786
0.1538,0.007,0.011945442472353383,0.14804587447431428
0.1538,0.007,0.012250952138361915,0.148574453390483
0.1538,0.007,0.012526369167163412,0.1491250676462491
0.1538,0.007,0.012772671091755682,0.1496945429360605
0.1538,0.007,0.012980440666274653,0.15028009521532237
0.1538,0.007,0.013140597262533103,0.15088104011674783
0.1538,0.007,0.013270281544252017,0.15149422403796864
0.1538,0.007,0.01336682643323665,0.1521164624208058
0.1538,0.007,0.013423102010063751,0.15274516300947386
0.1538,0.007,0.013442475930887904,0.15337779724449827
0.1538,0.007,0.013421235407195753,0.15401305066996113
0.1538,0.007,0.013366237939259519,0.154647393355851
0.1538,0.007,0.013278988096622516,0.1552785587513112
0.1538,0.007,0.013154019168790406,0.15590393827553098
0.1538,0.007,0.012990573829502894,0.15652165750109454
0.1538,0.007,0.01280869793820044,0.15712976736022
0.1538,0.007,0.012600643805184183,0.15772603855389147
0.1538,0.007,0.012379545193388367,0.15830805600125056
0.1538,0.007,0.01213271577307977,0.15887540690802804
0.1538,0.007,0.011874329181464369,0.15942338256373292
0.1538,0.007,0.01159757660826851,0.15995116351527988
0.1538,0.007,0.011301635188491263,0.1604554733836128
0.1538,0.007,0.01097218642028483,0.16093268618484852
0.1538,0.007,0.010608370597667017,0.16137928257962786
0.1538,0.007,0.010194867596612863,0.16179236322000265
0.1538,0.007,0.009743715071828843,0.16216834419145656
0.1538,0.007,0.009230461735589428,0.1625068542211454
0.1538,0.007,0.00866321978148988,0.1628045414187046
0.1538,0.007,0.008033695490029623,0.16305784607533225
0.1538,0.007,0.00734403010338041,0.16327193515877042
0.1538,0.007,0.00659957582204628,0.16344721928875638
0.1538,0.007,0.005800242335116469,0.16358291769306194
0.1538,0.007,0.004941803380420777,0.16367925479363304
0.1538,0.007,0.0040308578839054875,0.16373645262262995
0.1538,0.007,0.0030629134398183853,0.16375433490351993
0.1538,0.008,0.0038546933648096185,0.14382042694414732
0.1538,0.008,0.004634822869725042,0.14385705013772188
0.1538,0.008,0.005379243173961063,0.14392929731990062
0.1538,0.008,0.006087628509690605,0.14403711453916812
0.1538,0.008,0.006763625534738214,0.14418035546301122
0.1538,0.008,0.007402730554337982,0.14435929894085042
0.1538,0.008,0.00800586611991812,0.14457310884978675
0.1538,0.008,0.00857711433857789,0.14482298347757788
0.1538,0.008,0.009099046952382204,0.1451131646110688
0.1538,0.008,0.009592408681295716,0.14543804734190302
0.1538,0.008,0.010057837663113465,0.14579683105958724
0.1538,0.008,0.010487189576799168,0.14618852577006367
0.1538,0.008,0.010892520499270551,0.14661235011327425
0.1538,0.008,0.01128129120495824,0.1470655977312738
0.1538,0.008,0.011639322300470666,0.14754517372926135
0.1538,0.008,0.011976138508951293,0.14805035126713198
0.1538,0.008,0.012281328535768387,0.14857965687674365
0.1538,0.008,0.012556613830875817,0.14913092604192302
0.1538,0.008,0.012802910767678831,0.149701140510515
0.1538,0.008,0.013010914107739815,0.15028760692066692
0.1538,0.008,0.013171359889742258,0.15088948074300879
0.1538,0.008,0.013301456410271272,0.15150361041976007
0.1538,0.008,0.013398348017926106,0.15212666850018852
0.1538,0.008,0.013454937880909323,0.15275606840874945
0.1538,0.008,0.013474428069188507,0.15338939325410111
0.1538,0.008,0.013453227631971126,0.1540251530769878
0.1538,0.008,0.013398085792546172,0.1546597108483934
0.1538,0.008,0.01331063878219709,0.1552910344735981
0.1538,0.008,0.01318532949669385,0.1559166013864486
0.1538,0.008,0.013021563925117802,0.1565344139133561
0.1538,0.008,0.012839282437796626,0.15714256378209351
0.1538,0.008,0.012630946828160046,0.1577388159060164
0.1538,0.008,0.012409525558133029,0.15832075410150098
0.1538,0.008,0.012162447791808017,0.15888783516585236
0.1538,0.008,0.011903787090986408,0.15943515899161
0.1538,0.008,0.011626820756151807,0.1599617754099294
0.1538,0.008,0.011330617513975952,0.1604646226986669
0.1538,0.008,0.011000954736352821,0.16093991107513791
0.1538,0.008,0.010636888488502546,0.16138422864411633
0.1538,0.008,0.010223215630707942,0.16179487019684918
0.1538,0.008,0.009771895324163228,0.16216848907682907
0.1538,0.008,0.009258627859185794,0.1625048019163058
0.1538,0.008,0.008691437076710584,0.16280068757542296
0.1538,0.008,0.008062197713462707,0.1630529079312399
0.1538,0.008,0.007372950224660037,0.16326632446146208
0.1538,0.008,0.006628994612651698,0.16344123083725154
0.1538,0.008,0.005830323437007314,0.16357690773511166
0.1538,0.008,0.004972699409142687,0.16367354327851782
0.1538,0.008,0.004062647847503162,0.16373139427768077
0.1538,0.008,0.0030957494418254686,0.16375023974841735
0.1538,0.009,0.003911393503028505,0.1438329949514312
0.1538,0.009,0.004690662782036444,0.1438698702421246
0.1538,0.009,0.00543429296189232,0.14394236704453892
0.1538,0.009,0.006141996806666941,0.1440503702812586
0.1538,0.009,0.006817381737209289,0.14419375942689638
0.1538,0.009,0.007455995263276111,0.14437281881265637
0.1538,0.009,0.00805877571736802,0.14458674149009498
0.1538,0.009,0.008629752475879481,0.1448367079309158
0.1538,0.009,0.009151800827119099,0.14512680678742335
0.1538,0.009,0.00964526221382006,0.14545154397310656
0.1538,0.009,0.01011072120052718,0.1458103471757003
0.1538,0.009,0.010540075692992297,0.14620207263508675
0.1538,0.009,0.010945220929544062,0.14662594976177623
0.1538,0.009,0.01133377097601131,0.1470793884182498
0.1538,0.009,0.01169152942531234,0.14755928538542495
0.1538,0.009,0.01202809900595175,0.14806511941085632
0.1538,0.009,0.012333205925388788,0.14859534357806448
0.1538,0.009,0.012608609962083224,0.14914768475720333
0.1538,0.009,0.012855179961178305,0.14971931163602678
0.1538,0.009,0.01306370419776847,0.15030755163779114
0.1538,0.009,0.013224693936491397,0.15091133916200675
0.1538,0.009,0.013355374265266097,0.15152738323452272
0.1538,0.009,0.013452710404708941,0.15215216339055432
0.1538,0.009,0.013509627011764402,0.15278318791817508
0.1538,0.009,0.013529143140686144,0.1534179487567926
0.1538,0.009,0.013507777377959206,0.15405466667697784
0.1538,0.009,0.013452223317914567,0.1546896894854501
0.1538,0.009,0.01336427662850794,0.15532117762406747
0.1538,0.009,0.013238318709067335,0.15594691849072373
0.1538,0.009,0.013073831714500684,0.15656487301849076
0.1538,0.009,0.012890676404661483,0.15717299054980266
0.1538,0.009,0.012681638017158693,0.15776934467084647
0.1538,0.009,0.012459540081283454,0.1583516304664016
0.1538,0.009,0.012211857748999615,0.15891900926183689
0.1538,0.009,0.011952543552068989,0.15946643109824846
0.1538,0.009,0.011675013207321748,0.15999247785604265
0.1538,0.009,0.011378356867819796,0.16049420134426634
0.1538,0.009,0.011048387108649601,0.16096783229926612
0.1538,0.009,0.010684017442385327,0.16140969868087254
0.1538,0.009,0.010270157336471162,0.161817271822785
0.1538,0.009,0.009818805947607187,0.1621874908806697
0.1538,0.009,0.009305804042940635,0.16252019369878823
0.1538,0.009,0.00873898790760013,0.16281270392508065
0.1538,0.009,0.008110365306243277,0.16306229942198847
0.1538,0.009,0.007421947369265222,0.1632732950896756
0.1538,0.009,0.006678974013159786,0.16344587261926752
0.1538,0.009,0.005881545187255328,0.16357936637961332
0.1538,0.009,0.00502535460977621,0.1636740159012899
0.1538,0.009,0.004116867705868637,0.16372999743805713
0.1538,0.009,0.003151780024759705,0.1637471044228027
0.1538,0.01,0.0039923524879192885,0.14385046630953985
0.1538,0.01,0.004770523437758847,0.14388735791407245
0.1538,0.01,0.005513149209744691,0.14395999255812275
0.1538,0.01,0.006219922752254657,0.14406810500186013
0.1538,0.01,0.006894478850718387,0.14421163325598382
0.1538,0.01,0.007532357711973722,0.14439088821250703
0.1538,0.01,0.008134558032158392,0.14460508900535649
0.1538,0.01,0.00870504768327785,0.14485539426116806
0.1538,0.01,0.009226972986657974,0.14514590831088864
0.1538,0.01,0.009720313244759497,0.14547092957001784
0.1538,0.01,0.01018560332541937,0.14583029300062134
0.1538,0.01,0.010614727939628258,0.14622255750686855
0.1538,0.01,0.01101947721273834,0.1466468741928172
0.1538,0.01,0.011407520078192068,0.14710078959214307
0.1538,0.01,0.011764802644468683,0.1475811916856802
0.1538,0.01,0.012100962239481093,0.14808770059339738
0.1538,0.01,0.01240585282446218,0.14861883423142988
